iteration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
47,-260.12,-261.2,-264.28,-243.67,-239.96,-245.64,-238.56,-241.49,-299.66,-304.78,-251.43,-242.07,-266.8,-259.1,-240.3,-260.04,-241.82,-314.91,-289.27,-236.95,-256.95,-288.55,-267.84,-234.7,-237.8,-265.49,-376.0,-229.53,-326.36,-249.42,-243.99,-228.18,-267.77,-238.42,-239.35,-267.08,-365.74,-269.87,-237.23,-249.03,-250.13,-239.72,-270.77,-250.7,-264.95,-258.75,-267.26,-314.9,-257.93,-248.17,-240.76,-238.73,-250.15,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-240.23,-245.93,-236.96,-342.97,-253.41,-234.85,-239.23,-242.49,-256.56,-233.42,-244.82,-288.55,-238.87,-247.39,-242.7,-245.65,-283.99,-252.33,-236.03,-256.72,-249.23,-316.36,-248.3,-242.92,-281.54,-243.79,-250.51,-264.48,-245.27,-533.37,-250.3,-247.04,-249.08,-239.2,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-242.05
48,-260.12,-261.2,-264.28,-243.67,-239.96,-245.64,-238.56,-241.49,-308.36,-304.78,-251.43,-233.37,-266.8,-259.1,-231.6,-260.04,-241.82,-306.21,-297.97,-245.65,-256.95,-288.55,-267.84,-234.7,-237.8,-265.49,-376.0,-229.53,-326.36,-249.42,-243.99,-228.18,-267.77,-238.42,-239.35,-267.08,-365.74,-269.87,-237.23,-240.33,-250.13,-231.02,-270.77,-250.7,-264.95,-250.05,-267.26,-314.9,-257.93,-248.17,-232.06,-238.73,-250.15,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-248.93,-245.93,-236.96,-342.97,-253.41,-234.85,-239.23,-242.49,-256.56,-242.12,-244.82,-288.55,-238.87,-247.39,-242.7,-236.95,-283.99,-261.04,-236.03,-256.72,-240.53,-316.36,-248.3,-242.92,-281.54,-243.79,-250.51,-273.18,-245.27,-533.37,-250.3,-247.04,-257.78,-239.2,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-242.05
49,-260.12,-261.2,-264.28,-251.07,-239.96,-245.64,-245.95,-234.09,-300.96,-304.78,-251.43,-240.77,-266.8,-259.1,-238.99,-260.04,-241.82,-306.21,-290.58,-245.65,-256.95,-288.55,-267.84,-234.7,-237.8,-265.49,-376.0,-229.53,-326.36,-249.42,-243.99,-228.18,-275.17,-238.42,-239.35,-267.08,-365.74,-269.87,-237.23,-247.73,-250.13,-238.42,-270.77,-250.7,-264.95,-250.05,-267.26,-314.9,-257.93,-248.17,-239.46,-238.73,-242.75,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-241.53,-245.93,-236.96,-342.97,-253.41,-242.25,-246.63,-242.49,-256.56,-242.12,-244.82,-288.55,-238.87,-247.39,-250.1,-244.35,-283.99,-253.64,-236.03,-256.72,-247.93,-316.36,-248.3,-242.92,-281.54,-243.79,-250.51,-273.18,-245.27,-533.37,-250.3,-247.04,-250.39,-239.2,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-242.05
50,-260.12,-261.2,-264.28,-243.28,-239.96,-245.64,-245.95,-241.88,-308.75,-304.78,-251.43,-240.77,-266.8,-259.1,-238.99,-252.26,-241.82,-313.99,-298.36,-237.86,-256.95,-288.55,-267.84,-242.48,-230.01,-265.49,-376.0,-237.31,-326.36,-249.42,-243.99,-228.18,-267.39,-238.42,-239.35,-267.08,-365.74,-269.87,-237.23,-239.94,-250.13,-238.42,-270.77,-250.7,-264.95,-250.05,-267.26,-314.9,-257.93,-248.17,-239.46,-238.73,-250.54,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-249.32,-245.93,-236.96,-342.97,-253.41,-234.47,-238.84,-242.49,-256.56,-242.12,-244.82,-288.55,-238.87,-255.17,-242.32,-244.35,-283.99,-253.64,-236.03,-256.72,-247.93,-316.36,-248.3,-242.92,-281.54,-243.79,-250.51,-273.18,-245.27,-533.37,-250.3,-247.04,-250.39,-239.2,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-234.26
51,-260.12,-261.2,-264.28,-249.2,-239.96,-245.64,-245.95,-235.96,-302.83,-304.78,-251.43,-234.85,-266.8,-259.1,-238.99,-258.17,-241.82,-313.99,-304.28,-243.78,-256.95,-288.55,-267.84,-236.56,-235.93,-265.49,-376.0,-225.48,-326.36,-249.42,-243.99,-228.18,-261.47,-238.42,-239.35,-267.08,-365.74,-269.87,-237.23,-245.86,-250.13,-238.42,-270.77,-250.7,-264.95,-250.05,-267.26,-314.9,-257.93,-248.17,-239.46,-238.73,-250.54,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-243.4,-245.93,-242.88,-342.97,-253.41,-240.38,-238.84,-242.49,-256.56,-236.21,-244.82,-288.55,-238.87,-249.26,-248.23,-238.43,-283.99,-253.64,-236.03,-256.72,-242.01,-316.36,-248.3,-242.92,-281.54,-243.79,-250.51,-267.27,-245.27,-533.37,-250.3,-247.04,-250.39,-239.2,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-240.18
52,-260.12,-261.2,-264.28,-249.2,-239.96,-245.64,-245.95,-243.35,-302.83,-304.78,-251.43,-242.25,-266.8,-259.1,-246.39,-258.17,-241.82,-313.99,-289.49,-243.78,-256.95,-288.55,-267.84,-243.96,-228.53,-265.49,-376.0,-232.88,-326.36,-249.42,-243.99,-235.57,-268.86,-238.42,-239.35,-267.08,-365.74,-269.87,-237.23,-238.47,-250.13,-238.42,-270.77,-250.7,-264.95,-250.05,-267.26,-314.9,-257.93,-248.17,-239.46,-238.73,-250.54,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-243.4,-245.93,-242.88,-342.97,-253.41,-232.99,-238.84,-242.49,-256.56,-236.21,-244.82,-288.55,-238.87,-249.26,-240.84,-245.83,-283.99,-253.64,-243.43,-256.72,-242.01,-316.36,-248.3,-242.92,-281.54,-243.79,-250.51,-274.66,-245.27,-533.37,-250.3,-247.04,-257.78,-239.2,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-232.78
53,-260.12,-261.2,-264.28,-249.2,-239.96,-245.64,-245.95,-235.57,-302.83,-297.0,-251.43,-234.46,-266.8,-259.1,-238.6,-258.17,-241.82,-313.99,-297.27,-243.78,-256.95,-288.55,-275.62,-236.17,-236.32,-265.49,-376.0,-225.09,-326.36,-249.42,-243.99,-235.57,-268.86,-238.42,-239.35,-267.08,-365.74,-269.87,-237.23,-238.47,-250.13,-246.2,-270.77,-250.7,-264.95,-250.05,-267.26,-314.9,-257.93,-248.17,-239.46,-238.73,-250.54,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-243.4,-245.93,-242.88,-342.97,-253.41,-240.77,-246.63,-242.49,-256.56,-236.21,-244.82,-288.55,-238.87,-241.47,-248.62,-238.04,-283.99,-253.64,-243.43,-256.72,-242.01,-316.36,-248.3,-242.92,-281.54,-243.79,-250.51,-266.88,-253.06,-533.37,-250.3,-247.04,-250.0,-239.2,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-240.57
54,-260.12,-261.2,-264.28,-249.2,-239.96,-245.64,-245.95,-241.49,-308.75,-302.91,-251.43,-240.38,-266.8,-259.1,-238.6,-258.17,-241.82,-308.08,-303.19,-249.7,-256.95,-288.55,-263.79,-236.17,-230.4,-265.49,-376.0,-231.01,-326.36,-249.42,-243.99,-235.57,-268.86,-238.42,-239.35,-267.08,-365.74,-269.87,-237.23,-244.38,-250.13,-240.29,-270.77,-250.7,-264.95,-250.05,-267.26,-314.9,-257.93,-248.17,-239.46,-238.73,-250.54,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-243.4,-245.93,-236.96,-342.97,-253.41,-234.85,-240.71,-242.49,-256.56,-236.21,-250.74,-288.55,-238.87,-247.39,-242.7,-243.96,-283.99,-253.64,-243.43,-256.72,-242.01,-316.36,-248.3,-242.92,-281.54,-243.79,-250.51,-272.79,-247.14,-533.37,-250.3,-247.04,-255.91,-239.2,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-240.57
55,-260.12,-261.2,-264.28,-249.2,-239.96,-245.64,-238.31,-241.49,-301.1,-302.91,-251.43,-248.02,-266.8,-259.1,-246.25,-258.17,-241.82,-315.72,-295.55,-242.06,-256.95,-288.55,-271.43,-236.17,-238.04,-265.49,-376.0,-231.01,-326.36,-249.42,-243.99,-235.57,-268.86,-238.42,-239.35,-267.08,-365.74,-269.87,-237.23,-244.38,-250.13,-240.29,-270.77,-250.7,-264.95,-250.05,-267.26,-314.9,-257.93,-248.17,-239.46,-238.73,-250.54,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-243.4,-245.93,-244.6,-342.97,-253.41,-242.5,-233.07,-242.49,-256.56,-243.85,-243.09,-288.55,-238.87,-247.39,-242.7,-251.6,-283.99,-246.0,-243.43,-256.72,-249.65,-316.36,-248.3,-242.92,-281.54,-243.79,-250.51,-265.15,-247.14,-533.37,-250.3,-247.04,-255.91,-239.2,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-248.21
56,-260.12,-261.2,-264.28,-255.51,-239.96,-245.64,-238.31,-241.49,-307.42,-309.23,-251.43,-241.71,-266.8,-259.1,-246.25,-258.17,-241.82,-309.41,-301.86,-248.37,-256.95,-288.55,-265.12,-236.17,-231.73,-265.49,-376.0,-231.01,-326.36,-249.42,-243.99,-235.57,-268.86,-244.74,-239.35,-267.08,-365.74,-269.87,-237.23,-244.38,-250.13,-233.97,-270.77,-250.7,-264.95,-250.05,-267.26,-314.9,-257.93,-248.17,-239.46,-238.73,-250.54,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-249.71,-245.93,-244.6,-342.97,-253.41,-236.18,-239.38,-242.49,-256.56,-237.54,-249.41,-288.55,-238.87,-247.39,-249.02,-245.29,-283.99,-252.31,-243.43,-256.72,-243.34,-316.36,-248.3,-242.92,-281.54,-243.79,-250.51,-271.47,-247.14,-533.37,-250.3,-247.04,-249.6,-239.2,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-241.9
57,-260.12,-261.2,-264.28,-246.44,-239.96,-245.64,-247.39,-241.49,-307.42,-309.23,-251.43,-232.63,-266.8,-259.1,-237.17,-258.17,-241.82,-309.41,-292.79,-239.29,-256.95,-288.55,-274.19,-236.17,-240.8,-265.49,-376.0,-231.01,-326.36,-249.42,-243.99,-235.57,-268.86,-235.66,-239.35,-267.08,-365.74,-269.87,-237.23,-244.38,-250.13,-243.05,-270.77,-250.7,-264.95,-259.12,-267.26,-314.9,-257.93,-248.17,-248.53,-238.73,-250.54,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-249.71,-245.93,-244.6,-342.97,-253.41,-236.18,-239.38,-242.49,-256.56,-237.54,-249.41,-288.55,-238.87,-247.39,-239.94,-236.21,-283.99,-261.39,-243.43,-256.72,-243.34,-316.36,-248.3,-242.92,-281.54,-243.79,-250.51,-271.47,-247.14,-533.37,-250.3,-247.04,-258.68,-239.2,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-241.9
58,-260.12,-261.2,-264.28,-246.44,-239.96,-245.64,-247.39,-241.49,-301.83,-303.64,-251.43,-238.22,-266.8,-259.1,-242.76,-258.17,-241.82,-309.41,-298.37,-244.88,-256.95,-288.55,-263.02,-241.76,-235.22,-265.49,-376.0,-236.59,-326.36,-249.42,-243.99,-235.57,-268.86,-235.66,-239.35,-267.08,-365.74,-269.87,-237.23,-244.38,-250.13,-243.05,-270.77,-250.7,-264.95,-259.12,-267.26,-314.9,-257.93,-248.17,-237.36,-238.73,-250.54,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-249.71,-245.93,-239.02,-342.97,-253.41,-241.77,-239.38,-248.07,-256.56,-237.54,-249.41,-288.55,-238.87,-247.39,-245.53,-241.8,-283.99,-255.8,-243.43,-256.72,-248.92,-316.36,-248.3,-242.92,-281.54,-243.79,-250.51,-265.88,-247.14,-533.37,-250.3,-247.04,-253.09,-239.2,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-241.9
59,-260.12,-261.2,-264.28,-254.51,-239.96,-245.64,-247.39,-241.49,-309.9,-303.64,-251.43,-238.22,-266.8,-259.1,-234.69,-258.17,-241.82,-309.41,-306.44,-236.81,-256.95,-288.55,-271.09,-233.69,-235.22,-265.49,-376.0,-228.52,-326.36,-249.42,-243.99,-235.57,-260.8,-243.73,-239.35,-267.08,-365.74,-269.87,-237.23,-244.38,-250.13,-234.98,-270.77,-250.7,-264.95,-259.12,-267.26,-314.9,-257.93,-248.17,-245.43,-238.73,-250.54,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-249.71,-245.93,-239.02,-342.97,-253.41,-233.7,-247.45,-240.01,-256.56,-237.54,-249.41,-288.55,-238.87,-247.39,-245.53,-241.8,-283.99,-247.73,-243.43,-256.72,-240.86,-316.36,-248.3,-242.92,-281.54,-243.79,-250.51,-273.95,-247.14,-533.37,-250.3,-247.04,-253.09,-239.2,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-241.9
60,-260.12,-261.2,-264.28,-254.51,-239.96,-245.64,-247.39,-241.49,-303.3,-303.64,-251.43,-244.82,-266.8,-259.1,-241.29,-258.17,-241.82,-309.41,-293.24,-243.41,-256.95,-288.55,-271.09,-233.69,-241.82,-265.49,-376.0,-228.52,-326.36,-249.42,-243.99,-235.57,-267.4,-243.73,-239.35,-267.08,-365.74,-269.87,-237.23,-237.78,-250.13,-241.58,-270.77,-250.7,-264.95,-252.52,-267.26,-314.9,-257.93,-248.17,-238.83,-238.73,-250.54,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-243.12,-245.93,-239.02,-342.97,-253.41,-233.7,-240.85,-246.61,-256.56,-237.54,-249.41,-288.55,-238.87,-247.39,-245.53,-241.8,-283.99,-254.33,-243.43,-256.72,-247.46,-316.36,-248.3,-242.92,-281.54,-243.79,-250.51,-267.35,-247.14,-533.37,-250.3,-247.04,-259.69,-239.2,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-235.3
61,-260.12,-261.2,-264.28,-248.19,-239.96,-245.64,-247.39,-241.49,-303.3,-303.64,-251.43,-238.5,-266.8,-259.1,-241.29,-264.49,-241.82,-309.41,-299.55,-243.41,-256.95,-288.55,-258.47,-240.0,-235.51,-265.49,-376.0,-234.84,-326.36,-249.42,-243.99,-235.57,-273.71,-237.42,-239.35,-267.08,-365.74,-269.87,-237.23,-244.09,-250.13,-235.27,-270.77,-250.7,-264.95,-252.52,-267.26,-314.9,-257.93,-248.17,-238.83,-238.73,-250.54,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-249.43,-245.93,-239.02,-342.97,-253.41,-240.01,-240.85,-240.29,-256.56,-237.54,-243.09,-288.55,-238.87,-247.39,-245.53,-248.11,-283.99,-254.33,-243.43,-256.72,-241.14,-316.36,-248.3,-242.92,-281.54,-243.79,-250.51,-267.35,-247.14,-533.37,-250.3,-247.04,-253.38,-239.2,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-241.61
62,-260.12,-261.2,-264.28,-248.19,-239.96,-245.64,-247.39,-234.6,-303.3,-303.64,-251.43,-245.39,-266.8,-259.1,-241.29,-264.49,-241.82,-316.29,-306.43,-243.41,-256.95,-288.55,-265.35,-240.0,-242.39,-265.49,-376.0,-227.95,-326.36,-249.42,-243.99,-235.57,-266.83,-237.42,-239.35,-267.08,-365.74,-269.87,-230.34,-237.21,-250.13,-242.15,-270.77,-250.7,-264.95,-252.52,-267.26,-314.9,-257.93,-248.17,-238.83,-238.73,-257.42,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-242.54,-245.93,-239.02,-342.97,-253.41,-233.13,-240.85,-247.18,-256.56,-237.54,-243.09,-288.55,-238.87,-247.39,-238.64,-241.23,-283.99,-254.33,-243.43,-256.72,-248.03,-316.36,-248.3,-242.92,-281.54,-243.79,-250.51,-274.23,-240.26,-533.37,-250.3,-247.04,-253.38,-239.2,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-234.72
63,-260.12,-261.2,-264.28,-253.01,-239.96,-245.64,-242.57,-239.42,-303.3,-298.82,-251.43,-240.57,-266.8,-259.1,-236.47,-259.67,-241.82,-311.47,-296.8,-248.23,-256.95,-288.55,-270.17,-240.0,-237.57,-265.49,-376.0,-227.95,-326.36,-249.42,-243.99,-235.57,-271.65,-237.42,-239.35,-267.08,-365.74,-269.87,-235.16,-242.03,-250.13,-242.15,-270.77,-250.7,-264.95,-252.52,-267.26,-314.9,-257.93,-248.17,-238.83,-238.73,-252.6,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-247.36,-245.93,-239.02,-342.97,-253.41,-237.95,-245.67,-242.36,-256.56,-237.54,-247.91,-288.55,-238.87,-247.39,-243.46,-241.23,-283.99,-249.52,-243.43,-256.72,-248.03,-316.36,-248.3,-242.92,-281.54,-243.79,-250.51,-269.41,-245.08,-533.37,-250.3,-247.04,-258.2,-239.2,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-239.54
64,-260.12,-261.2,-264.28,-253.01,-239.96,-245.64,-242.57,-239.42,-303.3,-308.46,-251.43,-240.57,-266.8,-259.1,-236.47,-259.67,-241.82,-311.47,-306.43,-238.59,-256.95,-288.55,-270.17,-230.37,-227.93,-265.49,-376.0,-227.95,-326.36,-249.42,-243.99,-235.57,-262.01,-247.05,-239.35,-267.08,-365.74,-269.87,-235.16,-242.03,-250.13,-232.51,-270.77,-250.7,-264.95,-252.52,-267.26,-314.9,-257.93,-248.17,-238.83,-238.73,-252.6,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-247.36,-245.93,-239.02,-342.97,-253.41,-237.95,-236.03,-242.36,-256.56,-237.54,-247.91,-288.55,-238.87,-257.03,-243.46,-250.86,-283.99,-259.15,-243.43,-256.72,-238.39,-316.36,-248.3,-233.28,-281.54,-243.79,-250.51,-269.41,-245.08,-533.37,-250.3,-247.04,-248.56,-239.2,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-239.54
65,-260.12,-261.2,-264.28,-248.88,-239.96,-245.64,-242.57,-243.55,-303.3,-304.33,-251.43,-236.44,-266.8,-259.1,-240.6,-259.67,-241.82,-311.47,-298.17,-242.72,-256.95,-288.55,-270.17,-234.5,-232.06,-265.49,-376.0,-227.95,-326.36,-249.42,-243.99,-235.57,-266.14,-242.92,-239.35,-267.08,-365.74,-269.87,-235.16,-246.16,-250.13,-236.65,-270.77,-250.7,-264.95,-252.52,-267.26,-314.9,-257.93,-248.17,-238.83,-238.73,-248.47,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-243.23,-245.93,-239.02,-342.97,-253.41,-233.82,-240.16,-246.49,-256.56,-237.54,-247.91,-288.55,-238.87,-252.89,-247.59,-242.6,-283.99,-255.02,-239.3,-256.72,-242.52,-316.36,-248.3,-237.41,-281.54,-243.79,-250.51,-265.28,-249.21,-533.37,-250.3,-247.04,-252.69,-239.2,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-243.67
66,-260.12,-261.2,-264.28,-248.88,-239.96,-245.64,-242.57,-233.27,-303.3,-304.33,-251.43,-246.72,-266.8,-259.1,-240.6,-259.67,-241.82,-311.47,-298.17,-253.0,-256.95,-288.55,-270.17,-234.5,-242.34,-265.49,-376.0,-227.95,-326.36,-249.42,-243.99,-235.57,-276.42,-232.64,-249.63,-267.08,-365.74,-269.87,-235.16,-246.16,-250.13,-246.93,-270.77,-250.7,-264.95,-252.52,-267.26,-314.9,-257.93,-248.17,-238.83,-238.73,-248.47,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-243.23,-245.93,-239.02,-342.97,-253.41,-244.1,-240.16,-246.49,-256.56,-237.54,-247.91,-288.55,-238.87,-252.89,-237.31,-242.6,-283.99,-255.02,-239.3,-256.72,-252.8,-316.36,-248.3,-237.41,-281.54,-243.79,-250.51,-275.56,-238.93,-533.37,-250.3,-247.04,-252.69,-239.2,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-233.39
67,-260.12,-261.2,-264.28,-248.88,-239.96,-252.18,-242.57,-233.27,-303.3,-304.33,-251.43,-240.18,-266.8,-259.1,-240.6,-259.67,-241.82,-318.01,-298.17,-246.46,-256.95,-288.55,-270.17,-234.5,-235.8,-265.49,-376.0,-234.49,-326.36,-249.42,-243.99,-235.57,-269.88,-239.19,-243.09,-267.08,-365.74,-269.87,-235.16,-239.62,-250.13,-240.38,-270.77,-250.7,-264.95,-252.52,-267.26,-314.9,-257.93,-248.17,-245.37,-238.73,-255.01,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-249.77,-245.93,-239.02,-342.97,-253.41,-237.56,-240.16,-239.95,-256.56,-237.54,-241.37,-288.55,-238.87,-252.89,-243.85,-242.6,-283.99,-255.02,-239.3,-256.72,-246.26,-316.36,-248.3,-237.41,-281.54,-243.79,-250.51,-269.02,-245.47,-533.37,-250.3,-247.04,-252.69,-239.2,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-239.94
68,-260.12,-261.2,-264.28,-248.88,-239.96,-252.18,-242.57,-240.47,-303.3,-304.33,-251.43,-240.18,-266.8,-259.1,-247.8,-259.67,-241.82,-310.82,-305.37,-239.26,-256.95,-288.55,-255.78,-241.69,-235.8,-265.49,-376.0,-227.3,-326.36,-249.42,-243.99,-235.57,-269.88,-239.19,-235.9,-267.08,-365.74,-269.87,-235.16,-246.81,-250.13,-240.38,-270.77,-250.7,-264.95,-252.52,-267.26,-314.9,-257.93,-248.17,-245.37,-238.73,-255.01,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-249.77,-245.93,-239.02,-342.97,-253.41,-244.75,-240.16,-247.14,-256.56,-237.54,-248.57,-288.55,-238.87,-252.89,-236.66,-249.8,-283.99,-247.83,-239.3,-256.72,-239.06,-316.36,-248.3,-237.41,-281.54,-243.79,-250.51,-269.02,-245.47,-533.37,-250.3,-247.04,-252.69,-239.2,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-239.94
69,-260.12,-261.2,-264.28,-254.02,-239.96,-252.18,-242.57,-245.61,-308.44,-304.33,-251.43,-240.18,-266.8,-259.1,-237.52,-259.67,-241.82,-310.82,-300.23,-244.4,-256.95,-288.55,-260.92,-241.69,-240.94,-265.49,-376.0,-227.3,-326.36,-249.42,-243.99,-235.57,-269.88,-234.05,-241.04,-267.08,-365.74,-269.87,-235.16,-246.81,-250.13,-240.38,-270.77,-250.7,-264.95,-252.52,-267.26,-314.9,-257.93,-248.17,-240.23,-238.73,-249.87,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-244.63,-245.93,-244.16,-342.97,-253.41,-239.61,-240.16,-242.0,-256.56,-237.54,-248.57,-288.55,-238.87,-247.75,-241.8,-244.66,-283.99,-252.97,-239.3,-256.72,-244.2,-316.36,-248.3,-242.55,-281.54,-243.79,-250.51,-274.16,-245.47,-533.37,-250.3,-247.04,-257.83,-239.2,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-245.08
70,-260.12,-261.2,-264.28,-254.02,-239.96,-252.18,-242.57,-245.61,-308.44,-304.33,-251.43,-246.72,-266.8,-259.1,-244.06,-259.67,-241.82,-310.82,-306.77,-250.95,-256.95,-288.55,-267.46,-235.15,-234.4,-265.49,-376.0,-233.84,-326.36,-249.42,-243.99,-235.57,-269.88,-240.59,-241.04,-267.08,-365.74,-269.87,-235.16,-240.27,-250.13,-240.38,-270.77,-250.7,-264.95,-252.52,-267.26,-314.9,-257.93,-248.17,-246.77,-238.73,-249.87,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-251.18,-245.93,-244.16,-342.97,-253.41,-233.07,-246.7,-248.55,-256.56,-237.54,-255.11,-288.55,-238.87,-247.75,-241.8,-244.66,-283.99,-259.51,-239.3,-256.72,-250.75,-316.36,-248.3,-242.55,-281.54,-243.79,-250.51,-267.62,-252.01,-533.37,-250.3,-247.04,-251.29,-239.2,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-238.53
71,-260.12,-261.2,-264.28,-254.02,-239.96,-252.18,-242.57,-245.61,-302.68,-304.33,-251.43,-240.96,-266.8,-259.1,-244.06,-259.67,-241.82,-310.82,-295.26,-245.19,-256.95,-288.55,-267.46,-240.91,-240.16,-265.49,-376.0,-233.84,-326.36,-249.42,-243.99,-235.57,-269.88,-240.59,-241.04,-267.08,-365.74,-269.87,-235.16,-246.03,-250.13,-240.38,-270.77,-250.7,-264.95,-252.52,-267.26,-314.9,-257.93,-248.17,-241.02,-238.73,-249.87,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-251.18,-245.93,-244.16,-342.97,-253.41,-238.83,-240.94,-242.79,-262.32,-243.29,-255.11,-288.55,-238.87,-247.75,-247.56,-238.9,-283.99,-253.75,-239.3,-256.72,-244.99,-316.36,-248.3,-248.31,-281.54,-243.79,-250.51,-273.38,-246.25,-533.37,-250.3,-247.04,-257.05,-239.2,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-244.29
72,-260.12,-261.2,-264.28,-254.02,-239.96,-252.18,-242.57,-245.61,-311.15,-304.33,-251.43,-240.96,-266.8,-259.1,-244.06,-268.13,-241.82,-310.82,-303.72,-245.19,-256.95,-288.55,-267.46,-232.44,-231.69,-265.49,-376.0,-233.84,-326.36,-249.42,-243.99,-235.57,-261.41,-240.59,-241.04,-267.08,-365.74,-269.87,-235.16,-246.03,-250.13,-240.38,-270.77,-250.7,-264.95,-252.52,-267.26,-314.9,-257.93,-248.17,-241.02,-238.73,-258.34,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-242.71,-245.93,-244.16,-342.97,-253.41,-238.83,-249.41,-242.79,-262.32,-234.83,-246.64,-288.55,-238.87,-256.22,-247.56,-247.37,-283.99,-253.75,-239.3,-256.72,-236.52,-316.36,-248.3,-239.84,-281.54,-243.79,-250.51,-273.38,-246.25,-533.37,-250.3,-247.04,-248.58,-247.67,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-244.29
73,-260.12,-261.2,-264.28,-254.02,-239.96,-252.18,-242.57,-245.61,-303.15,-304.33,-251.43,-240.96,-266.8,-259.1,-244.06,-260.14,-241.82,-310.82,-303.72,-237.19,-256.95,-288.55,-275.46,-240.44,-239.69,-265.49,-376.0,-233.84,-326.36,-249.42,-243.99,-235.57,-269.41,-240.59,-241.04,-267.08,-365.74,-269.87,-235.16,-238.03,-250.13,-240.38,-270.77,-250.7,-264.95,-252.52,-267.26,-314.9,-257.93,-248.17,-241.02,-246.72,-250.34,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-250.71,-245.93,-244.16,-342.97,-253.41,-246.82,-241.41,-242.79,-262.32,-234.83,-246.64,-288.55,-238.87,-248.22,-247.56,-247.37,-283.99,-261.75,-239.3,-256.72,-244.52,-316.36,-248.3,-239.84,-281.54,-243.79,-250.51,-273.38,-246.25,-533.37,-250.3,-247.04,-256.57,-247.67,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-236.3
